group,l0,b0,plx,e_plx,pml,e_pml,pmb,e_pmb,n,nG,flag
G48.9-0.3,48.9914183076923,-0.323063211538462,0.194466517952126,0.13922479472689137,-6.81914047753585,0.13375269464820116,-0.521934453955954,0.11253139911199683,146,14," "
G49.4-0.9,49.49040984375,-0.91703334375,0.0663431221252048,0.049920556072958505,-5.3653043442855,0.7483602725388968,-0.0345847931920572,0.4600814074252811,44,4," "
G49.4-0.0,49.4205400689655,-0.019316275862069,0.0561223670436181,0.043691368496062366,-5.60694585667583,0.23159349072680754,0.185852097546503,0.19133087883718075,39,4,f
G49.4-0.3,49.4897160285714,-0.396057614285714,0.0983416888545937,0.07663379143688688,-6.56526196652726,0.6240004008004257,-0.676722233141762,0.2282921730269584,100,6,f
G50.0+0.2,50.0387111559633,0.219951743119266,0.197148109484769,0.07615549209128732,-5.56159199017078,0.18883378086847308,-0.435781084663943,0.1270494781622851,155,16," "
G50.3-0.4,50.3252685744681,-0.437260595744681,0.0731714648030949,0.054910126258732095,-4.48867578109124,0.3792130438376105,-0.358451767170502,0.36666240206005324,67,11," "
G50.9+0.1,50.9015432790698,0.119341046511628,0.305879609178126,0.048856778054049865,-6.85497498409603,0.08448190965203223,-0.024501349925143,0.07989656677244525,59,6," "
G51.3-0.0,51.3724579090909,-0.00439106060606061,0.163296351053601,0.14826183206591537,-6.11412185828309,0.2996008023878871,-0.94901220760312,0.24936525758188172,47,4," "
G51.5-0.8,51.5259978809524,-0.884074380952381,0.0899465878004385,0.07165902013156376,-5.934215342945,0.38619891547320273,-0.423418984761406,0.21853488133857496,60,7," "
G52.0+0.3,52.0181355789474,0.351357684210526,0.301529776922027,0.06302967091206518,-5.76084344941899,0.1427202907668432,-0.302663753556711,0.09725219226899208,54,15," "
G52.1+0.7,52.1717885454545,0.719515318181818,0.18480382530513,0.18160410433224314,-6.72755464470912,0.5536506052423111,-0.179250671346903,0.3721336117783047,30,4," "
G52.3-0.5,52.3500793529412,-0.583316147058824,0.117499774758555,0.0953358987631015,-5.8663947969847,0.29830724935688846,-0.524824393114104,0.2059639723418185,48,5," "
G52.5-0.9,52.5701010882353,-0.958565088235294,0.109610166803423,0.09085629790610485,-5.84289695349834,0.32326505332634115,-0.0676951764743491,0.2386533028813258,48,8," "
G52.8-0.6,52.8933938780488,-0.695479658536585,0.266821918804927,0.06993053823793217,-5.62946421599936,0.11575894903807907,-0.764515795873854,0.10899680766782052,57,5," "
G53.1+0.0,53.1723417293233,0.0618551503759398,0.806571595366318,0.04236973146385006,-5.1119137662879,0.09578754130546394,-1.42919317271717,0.0894603727836217,189,66," "
G53.6+0.0,53.6695235462963,0.0400657037037037,0.788272862095661,0.047041794883188125,-5.11479356222482,0.07781303235200711,-1.91789313164321,0.07760836534066275,152,57," "
G54.5+0.9,54.5062550322581,0.901210258064516,0.0769126160611313,0.05640337655500773,-5.92494434530875,0.15835652368288225,-0.110670609826223,0.09491184096030576,43,15,f
G55.8-0.0,55.843229898374,-0.0409845569105691,0.303005155113022,0.044545829458558894,-6.00574454109762,0.0758368860374255,-0.452260410350007,0.07876251770994024,350,69," "
G57.1-0.2,57.1252342142857,-0.239627928571429,0.0828421266622196,0.06444375390706794,-6.07979526901314,0.2805276684262477,-0.850165034382447,0.20282613834180344,100,14," "
G57.5+0.2,57.5516255,0.210181142857143,1.33223061835794,0.14597380344765024,-4.91758713233069,0.13279434992191388,-4.24035786826121,0.1610572460925414,38,7,f
G58.5+0.5,58.5050937102804,0.555505327102804,0.452170365273838,0.05736162635658201,-4.94947500812356,0.18597623862720322,-0.840537172566377,0.11878016268527644,151,23," "
G59.5-0.0,59.558345173028,-0.096626679389313,0.438144771051691,0.0409202611316075,-5.43025673124061,0.07228336708153264,-1.09311933708488,0.07121463694354922,561,216," "
G60.7-0.7,60.758104372093,-0.723389255813954,0.420765537580975,0.09275904631305863,-5.39692950293547,0.19789338060991243,-0.636797223920891,0.2575359431539645,61,16," "
G60.8-0.1,60.8781534901961,-0.136012470588235,0.469441629672302,0.04268393259026869,-4.75844258299723,0.0823579695221135,-1.02849024304882,0.07827813246977265,71,42," "
G61.6+0.2,61.64067966,0.23418968,0.416239792039577,0.06076409702365987,-5.08815973729745,0.21246458386573414,-0.985380647313238,0.11525084407864672,142,49," "
G62.3+0.2,62.3767990833333,0.264222,0.062566304513652,0.047280498409407935,-3.94249747089965,0.35479017354352566,0.76226826200572,0.42879029588508677,32,5,f
G62.9-0.3,62.9776914230769,-0.370616,0.209607522112604,0.14889785676765352,-7.24310118605634,0.2857326323069476,-0.62126787961467,0.16939251577777525,36,4," "
G63.1+0.3,63.1181772680412,0.319650721649485,0.166501064897014,0.044005999675177467,-6.67208503376838,0.09299235580339678,-0.302258906468187,0.08874755106363949,137,45," "
G64.3+0.0,64.3532650952381,0.00530346031746032,0.259523451842432,0.06870844128510195,-6.25378958248917,0.13342247850515349,-0.550628368075464,0.1108317240485234,180,50," "
G76.0+0.1,76.0368691639344,0.188173092896175,0.576425806165273,0.0982490393342185,-6.16120445268479,0.17568482198297597,-0.529033095062106,0.08454659203342216,259,43," "
G76.3-0.5,76.36696109375,-0.593706875,0.738969418665776,0.10047426276986865,-5.28142846949596,0.15991149959370918,-0.825377829303785,0.18030253738088559,44,8," "
G76.9+0.4,76.983210030303,0.498202606060606,0.963081788189743,0.050031426474525624,-4.13932719272526,0.09392183718825164,-0.988181944903603,0.0879118352039331,47,12," "
G76.9+1.9,76.9728904470588,1.98487717647059,0.572907522164413,0.047853020751368366,-6.23643723115139,0.08187205886100483,0.0715708461602537,0.07561038334681605,121,70," "
G77.8+1.0,77.8343723191489,1.00468838297872,0.569917687742851,0.04621454023082276,-5.35592845904793,0.08776442064034283,-0.682144375449647,0.07890432894726125,728,282,f
G77.9-1.2,77.9085710555556,-1.22744727777778,0.904010820519037,0.05843713610376919,-4.43161275707785,0.23840222515862092,-0.964322204592103,0.3515035496763281,76,17," "
G77.9+1.6,77.92164808,1.67014244,0.156194598119701,0.12262867215375042,-5.34319568413739,0.21699411440555214,0.196028694305344,0.22276301498361722,35,8," "
G78.1-0.6,78.1345440740741,-0.612238962962963,0.952428137344827,0.04595604446259228,-4.40298325700487,0.07756802974014677,-0.685705208110789,0.07972524318412119,37,3,f
G78.1-0.3,78.1735064166667,-0.356782444444444,0.333865488002054,0.3049461985464052,-4.76928184900231,0.3227957838917457,-0.677511720735239,0.39899427889544314,50,7," "
G78.5+2.6,78.5603827344633,2.69373339548023,0.937438225431113,0.041124627036874944,-6.37067984643518,0.10755315531700435,-1.38960242734912,0.07816785652985213,251,140," "
G78.6+0.2,78.67603396,0.20405532,0.671912233731848,0.150501097516244,-6.35934437444559,0.34701739346194493,-1.171766453229,0.25830747787535924,33,3," "
G78.9+3.6,78.9722035057471,3.62233159770115,0.577921321005598,0.04479939151329673,-5.59100829418056,0.07662797339042941,0.706498507161727,0.08146402784068801,123,88," "
G79.0+2.0,79.0682546,2.0520059,0.79813956929588,0.07477567898490323,-3.89453542869855,0.22419879856635877,0.00495224815546921,0.12601445223109994,42,11," "
G79.0+0.8,79.0719900598291,0.852244709401709,0.499786082583135,0.05662515090432851,-4.75745734160171,0.13407639601683166,-1.06860251705203,0.09008646781338606,167,70," "
G79.3+0.3,79.3062753059701,0.364956768656716,0.986437405528709,0.047084794030266504,-4.06150861562428,0.08167479246700263,-1.12882816104309,0.1006908562815204,190,53," "
G79.3-0.0,79.3024415172414,-0.0610484482758621,0.795239877429912,0.08513595561577153,-5.0565665461798,1.0235283386543124,-1.00396363009154,0.23002745598978483,39,8," "
G79.4-0.5,79.4317770898876,-0.555755921348315,0.636296628701351,0.09154644703269998,-4.26635184401798,0.14944418535107004,-0.794782752720057,0.12691606425914773,125,15," "
G79.9-1.4,79.9189306607143,-1.49060883928571,1.00279071074332,0.04575799822259035,-3.35346611646859,0.09380813504614925,-0.602745199032913,0.08186615300643002,80,29," "
G80.0+0.7,80.0328980805755,0.754819388489209,0.566640656531416,0.04126416846837681,-5.09954358590231,0.07409440379906904,-0.546027487279299,0.074047584206281,991,365," "
G80.0+2.7,80.0653929368421,2.70585878947368,1.03127373492692,0.04483936127621918,-6.44144444660486,0.08370496956719803,-1.42065259472964,0.08248173943408438,133,50," "
G80.8+0.5,80.805138,0.586502,0.272837214052863,0.20801139401203983,-3.77295392044801,0.5394878887165351,0.0165093686753078,0.38034185276759974,38,5,f
G81.0-0.1,81.0065649673203,-0.148892431372549,0.431567643647142,0.2911572801213539,-4.65182459481347,0.323928352183156,-1.4042056430414,0.31732251242011134,217,9," "
G81.2+2.1,81.27537664,2.13540044,0.537738508909418,0.08297127075626677,-5.27576954629172,0.16242858483847356,-0.0148880634065936,0.09152394201622226,33,24," "
G81.4+0.6,81.4484794333333,0.679033216666667,0.622416857054319,0.05023502117254994,-4.3481088928566,0.08421236520481987,-0.686375292467731,0.0948340680475698,84,14," "
G81.3+1.0,81.3756469066667,1.04786552666667,0.625638400595171,0.07446921022094155,-4.13137479984026,0.11888061397260234,-0.143679840130264,0.12829007528953823,214,26," "
G81.6+0.5,81.6565566914894,0.524174606382979,0.727846514341436,0.04657486810048982,-4.12725858905057,0.10299282198306711,-0.160585571816263,0.3133519491655826,132,15," "
G81.5+0.0,81.5719067936508,0.0731690634920635,0.609256371632285,0.06778539553859082,-4.22366419079025,0.13847557495552584,0.0914872916407119,0.12105721445505029,178,18," "
G81.6+1.4,81.6992578387097,1.49108848387097,0.56264904275479,0.07663432514897511,-4.87307747006545,0.13837267014598004,-1.15170928679237,0.1286150291203877,43,9," "
G81.8+0.8,81.8509937142857,0.849282457142857,0.597783848824351,0.07991884773336955,-4.38281821730852,0.13711402717650756,-0.729394499873859,0.16278256271340513,100,8," "
G82.2+0.7,82.2964045384615,0.775158358974359,0.614261555324223,0.048100943824646386,-4.50402897713189,0.0832578311856884,-0.214433578195433,0.08265690573414419,55,25," "
G82.5+0.4,82.5365331363636,0.402179863636364,0.0949830240696907,0.07990465507692532,-4.34754447787681,0.5762219982740153,-0.0944015376829909,0.6463836529724993,30,5," "
G82.5+0.1,82.5775244126984,0.141428428571429,1.10614945260473,0.14295218151358005,-3.15240770562449,0.18899006498199486,-0.525868445046025,0.3104170612161444,89,16," "
G103.4+2.0,103.438712208333,2.0287919375,0.444050218008825,0.04343080858712879,-4.81906220863978,0.10885778213818945,-0.37832898656759,0.07641100425441058,204,73," "
G104.5+2.7,104.518695842105,2.77928702631579,0.0886294521194542,0.05101318616117951,-2.69197069995238,0.09830856872165665,-0.205255034810893,0.16061530556246634,52,19," "
G104.5+1.2,104.531100242857,1.27233625714286,0.446914795734884,0.04255779462449102,-4.79365019466193,0.07679048561348853,-0.314550311827804,0.09083439408086781,100,54," "
G104.6+0.3,104.634785405797,0.353248507246377,0.18869909789008,0.06832865219758796,-2.99065431150643,0.10597899318581551,-0.150706776371776,0.10266015781772733,97,15," "
G105.6+0.2,105.636517026549,0.270446637168142,0.165108069272088,0.049620570604570195,-3.73880623242265,0.13883302207136936,-0.132940769817832,0.10166337275965469,159,55," "
G106.5+0.9,106.512218791667,0.981907333333333,0.294953390563646,0.09466826544452363,-1.87822124232557,0.22876756817487526,-0.34042750150745,0.13823024017451593,66,12," "
G108.3+0.2,108.389905006623,0.29649061589404,0.285750623116317,0.0544378776270307,-3.66815568523293,0.13125217703445674,-0.502795962842556,0.09972974639907098,215,63," "
G108.7+2.3,108.779197371429,2.34582095714286,1.12712209209795,0.04795757883984685,-1.81680170156653,0.09037803641373153,-2.34155130485471,0.08123598961122219,100,60," "
G110.0+0.1,110.085694625,0.171607,0.264849984533031,0.05293846972052799,-3.6290207329144,0.09195635818109173,-0.963002791586,0.0890677724559645,68,22," "
